"","sale","CUSTOMER_CANCEL_REASON_OTHER","BASE_PRICE","BCC5520_AVG","REV7430_AVG","ILN6200A_PCT","OPTIONS_PRICE","BCC5421_AVG","ALL6200A_PCT","ALL6280A_PCT","ILN7430_AVG"
"437889710",0,0,560,15308.45,95.33,79,0,13412.5,78,82,71.71
"384206592",0,0,356,5077.92,83.85,70,328,3604.17,31,38,96.2
"444393144",1,0,356,13054.71,75.84,60,132,12085.71,46,50,80.73
"409319190",1,0,649,11082.54,94.41,84,0,8942.86,61,71,77
"392004379",1,0,200,8491.66,92.38,83,80,6325,60,76,91.74
"444446404",0,0,0,NA,NA,NA,576,NA,NA,NA,NA
"392028104",0,0,594,4876.4,72.73,73,0,4680,37,39,75.8
"391961831",1,0,356,10955.83,91.31,88,108,15295.83,77,75,91.63
"413551974",0,0,356,4150,80.72,50,156,3361.76,32,33,68.83
"388990887",0,0,669,8372.5,89.9,63,0,9085,60,80,81.25
"444566484",0,0,374,8996.55,96,89,0,7269.09,67,82,86.11
"384191349",0,0,356,8918.82,91.36,50,156,7333.76,38,44,74.42
"396013685",0,0,356,5973.1,93.51,75,108,4670.97,50,66,80.89
"413585598",0,0,494,7668.63,78.46,43,0,6043.75,21,47,67.57
"444540961",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"407533542",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"400684855",0,0,356,8095.44,76.81,70,168,6744.44,46,55,74.3
"400672682",1,0,356,4240,69.39,50,144,1400,22,22,54.73
"413751662",0,0,499,7741.91,83.07,61,0,8579.44,47,54,72.22
"389005758",0,0,424,3680.44,78.38,70,0,2872.22,44,57,74.1
"413620361",0,0,356,3043.33,75.68,58,180,3700.17,27,28,70.25
"396168389",0,0,520,NA,NA,NA,NA,NA,NA,NA,NA
"440114459",0,0,356,1309.09,57,42,0,1304.55,8,12,49.46
"388984577",0,0,228,5189.45,82.25,57,0,4500.02,31,38,86.34
"409462188",0,0,356,9048.8,91.53,63,132,5460,63,77,87.5
"444372228",0,0,669,3240.86,67.07,47,0,2864.43,13,27,70.93
"407400416",0,0,576,3010.5,58.91,25,0,3850,29,29,32.67
"413716086",0,0,356,NA,NA,NA,0,NA,NA,NA,NA
"437973243",0,0,356,6708.91,81.05,64,168,6498.44,50,57,72.33
"396157718",0,0,569,NA,NA,NA,0,NA,NA,NA,NA
"380752745",1,0,658,6550,49.63,33,0,575,8,8,41.22
"384245752",0,0,0,1921.43,75.31,70,424,2335.71,25,31,82.1
"413757581",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"413666809",0,0,356,12425,79.17,50,0,10500,29,20,71
"418455083",0,0,569,NA,NA,NA,0,NA,NA,NA,NA
"438648362",0,0,444,8518.93,91.72,86,0,9273.33,44,59,84.79
"413750743",0,0,639,8119.85,93,72,0,10810.25,57,67,89.22
"400706414",0,0,576,3484.6,56.83,100,0,6080,14,17,75
"413669681",0,0,356,12434.09,97.83,78,132,9727.27,67,75,90
"380717325",0,0,515,11976.17,98.73,93,NA,9365.22,89,92,99
"440144866",0,0,544,8388.5,89.07,57,0,7465.36,61,68,73.37
"392077482",0,0,356,4839.55,93,75,132,5468.18,45,47,65.5
"388980997",0,0,569,7120.27,84.5,82,245,6281.82,38,46,92.36
"418393822",0,0,356,2485,80.29,58,180,3394.44,40,40,66.74
"418452024",0,0,569,8480.18,76.39,56,0,4955.88,38,42,71.94
"380838175",0,0,356,13278.78,83.75,80,132,12311.11,53,69,90
"396069462",0,0,424,982,70,67,0,650,36,44,86.33
"413554233",0,0,639,4439,66.18,63,30,4500,29,23,79.13
"440304842",0,0,356,4404.57,76.97,63,144,5138.75,31,30,69.81
"407550367",0,0,499,2251.94,71.78,45,0,3003.13,37,41,77.59
"440070245",0,0,576,3140.25,65,22,0,2875,17,27,76.11
"388754515",0,0,514,6467.17,75,27,0,7557.17,17,33,50.36
"440303004",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"413745983",1,0,569,8480.18,76.39,56,0,4955.88,38,42,71.94
"388918058",0,0,356,10317.5,83,56,0,7366.75,55,55,60.5
"438043332",0,0,669,6875.25,92,75,0,6875.25,56,57,97
"392083289",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"409479605",0,0,619,NA,NA,NA,85,NA,NA,NA,NA
"392027117",0,0,356,5165,100,100,180,5291.67,100,100,100
"444448276",0,0,356,6078.57,71,45,144,3612.5,35,31,58.27
"388840571",0,0,356,4204.47,94.57,82,168,3679.41,65,70,89.53
"418199737",1,0,499,10825.73,90.8,85,160,8263.33,52,65,90.77
"382111272",0,0,424,10012.18,84.75,79,0,12518.18,50,57,86.43
"392171350",0,0,419,3339.57,79,54,0,2900,27,38,63.46
"391902183",0,0,356,7941.63,87.12,68,120,7575,42,78,80.21
"418430214",0,0,0,12838.58,93.71,78,531,12444.74,50,54,91.28
"396113637",0,0,356,8095.5,89.2,77,144,7027.27,36,42,91.08
"440157667",0,0,494,4741.13,86.46,83,0,4675.06,60,71,79.78
"388996247",0,0,0,6835.33,87.06,63,439,6010,43,48,82.58
"407350495",0,0,514,11110.43,79.26,70,0,8110,55,68,81.35
"380705261",0,0,336,4832.27,88.43,89,132,6284.62,70,84,97.61
"440316112",1,1,677,4730.89,69.38,36,0,3484.44,19,27,75.5
"407398950",0,0,0,8518.04,88.18,63,576,8323.04,50,59,81.93
"437854330",1,0,0,8400.46,87.06,92,594,8692.31,65,73,90
"384174958",0,0,480,6690.45,84.54,73,0,6399.06,54,59,80.58
"407371045",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"380812624",0,0,356,3594.25,75.17,67,168,3160,0,11,85.5
"400751207",0,0,564,10321.31,87.34,89,0,9321.05,59,71,96.19
"392106246",0,0,356,3061.33,73.5,57,156,3600,25,33,75.52
"396109069",0,0,356,14408.21,93.06,93,144,13346.18,69,84,96.42
"438643026",0,0,594,NA,NA,NA,0,NA,NA,NA,NA
"400614459",0,0,356,NA,NA,NA,224,NA,NA,NA,NA
"380743049",0,0,356,6599.6,53.78,40,168,3210,12,18,69.7
"388815709",1,0,669,7348.33,58.33,78,0,7833.33,40,50,66.67
"388940557",1,0,0,4315.33,75.83,17,588,1966.67,15,27,83.33
"381910218",0,0,669,5965.67,69.41,36,0,6158.33,17,25,67.5
"407382130",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"391949070",0,0,669,10240.25,86.47,76,0,8000,55,60,84.84
"380919567",0,0,228,4252.32,88.93,71,0,3911.58,53,54,88.71
"444567214",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"444401542",0,0,356,6731.87,93.06,80,180,6796.67,65,68,79
"380938642",0,0,639,4157,77,44,0,3083.33,0,11,66.56
"395980419",0,0,639,5031.67,86.23,77,0,4150,44,50,96
"437932830",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"444571714",1,0,749,8026.79,84.83,86,0,8767.55,64,63,91.86
"388952762",1,0,356,7500.25,68,50,144,6775.25,20,20,65
"409256015",0,0,356,7673.15,85.44,69,144,3421.08,59,73,80.46
"440321843",0,0,356,14335,97.31,62,168,14905.61,73,96,81.69
"437923874",0,0,560,14564.04,91.33,82,0,12545.63,66,81,89.64
"392171484",0,0,569,4446,72.86,80,0,4100,38,50,90
"409256862",0,0,395,6164.67,77.22,55,55,6095,23,28,67.3
"437958303",0,0,356,2797,89.67,63,132,3198.89,38,32,80.19
"382096074",0,0,514,7280.77,92.88,63,0,7357.69,59,69,76.69
"413756349",0,0,514,3831.41,81.22,36,0,2646.59,24,42,53.97
"418446329",0,0,439,800,72.4,0,0,800,29,50,87
"438054646",1,0,586,NA,NA,NA,0,NA,NA,NA,NA
"438580720",0,0,494,4065.61,82.33,42,160,4088.89,15,35,72.53
"438558998",0,0,356,NA,NA,NA,304,NA,NA,NA,NA
"392104661",0,0,356,10240.2,92.12,77,144,8093.37,81,87,75.54
"438053801",0,0,586,4742.78,82.25,67,0,4888.89,46,50,83.11
"396068069",0,0,639,5743.71,72.36,50,0,5096.5,35,44,79.46
"380913404",0,0,669,4276.33,61,76,0,5233.33,27,29,70.59
"407550094",0,0,475,4105.18,83.48,52,NA,3835.29,23,39,72.11
"418249079",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"400496779",0,0,356,3397.3,76.33,59,180,3560,25,26,79.47
"388859047",0,0,356,3639.38,90.92,62,144,3146.15,21,43,66.23
"380936987",0,0,499,7417.34,87.4,77,0,6924.14,50,68,85.73
"438429150",0,0,356,4891.67,89.51,83,180,5180.56,59,63,85.63
"440069094",0,0,356,5306.57,79.96,79,144,4767.86,33,50,95.17
"392066391",0,0,479,NA,NA,NA,0,NA,NA,NA,NA
"440082832",1,0,519,NA,NA,NA,0,NA,NA,NA,NA
"409444233",0,0,356,11593.45,86.08,83,144,10761.36,42,58,91.71
"444526858",0,0,0,8796.86,89.64,70,494,5749.88,71,77,70.4
"409236208",0,0,389,17997.37,98.1,100,0,15318.47,70,89,100
"413555294",0,0,427,5141.13,87.38,64,0,4812.5,57,64,83.55
"392135639",1,0,669,8767.65,81.64,62,0,9921.78,39,47,72.48
"388745418",0,0,306,6173.64,91.86,82,0,5400,47,63,87.91
"407432435",0,0,356,5645.67,77.33,56,0,4594.32,41,46,73.11
"400559856",0,0,677,2639.5,79.91,20,0,1416.67,21,17,59.1
"382108517",0,0,494,9685.71,91.85,73,0,6300,64,69,81.64
"392163428",1,0,669,4251.91,65.72,46,0,4055.15,16,21,70.61
"396165149",1,0,594,7090.32,80.29,47,0,5700.53,27,44,77.42
"384239901",1,0,0,6927.11,80.13,67,600,6438.89,40,50,81.56
"418194485",0,0,569,5875.9,86.29,53,160,7680,24,30,76
"444455021",0,0,598,9436.53,92.95,88,0,7580,62,72,93.12
"418385260",0,0,514,4849.18,98.27,46,0,5645.45,50,93,85.15
"409524919",0,0,544,5662.5,85.09,70,0,5155,36,45,92.4
"413653398",0,0,356,7916.27,85.63,67,120,8988.55,53,64,85.22
"392089152",0,0,356,7085.33,73.5,64,156,7488.89,38,43,90.91
"388919490",0,0,404,4910.38,75.15,55,0,4555.56,40,33,63.27
"413677464",0,0,356,NA,NA,NA,292,NA,NA,NA,NA
"396088020",0,0,356,9844.21,85.74,69,304,9056.43,55,67,86.31
"438013473",0,0,544,5413.14,80.29,57,0,4867.71,36,50,58.93
"388928057",0,0,356,7455.58,89.06,85,144,6601.11,48,67,95.24
"396143868",0,0,468,10220.4,95.8,100,0,10425,48,71,100
"400753588",1,0,669,6374.6,70.33,50,0,2907.2,45,45,62.5
"444573028",0,0,669,2886.4,63.7,50,0,3370,35,26,59.22
"437849249",0,0,669,800.25,58.8,50,0,832.25,8,17,68.17
"413497485",0,0,569,6832,77.55,75,0,8035.71,47,38,85.25
"418376154",0,0,356,6970.29,79.09,62,144,6575,48,53,63.46
"444499674",0,0,499,7899.16,87.56,85,0,6689.88,50,72,91.59
"440082677",0,0,439,1870.5,84.08,59,0,1855,36,48,68.12
"413739506",0,0,499,3202.67,66.08,25,0,4591.67,27,36,45.17
"440243546",0,0,0,5249,61.36,27,564,5720,8,8,54.18
"413643332",0,0,356,11583.86,93.03,92,144,10829.31,62,76,96
"380717137",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"444497594",0,0,356,12375.27,95.64,86,156,10036.45,27,64,85.71
"382031922",0,0,356,6781.47,82.77,71,132,9700.06,36,48,92.07
"437917104",0,0,420,7240,75.84,65,0,4953,36,30,75.82
"392093916",0,0,356,6422.29,72.33,81,132,5839.29,42,46,83.13
"384219346",0,0,356,3880.56,56.53,62,132,2277.78,14,16,71.77
"440139838",0,0,444,NA,NA,NA,0,NA,NA,NA,NA
"438699242",1,0,0,4866.67,97.3,60,471,2583.33,70,86,83.6
"440247806",0,0,799,NA,NA,NA,0,NA,NA,NA,NA
"388820813",0,0,639,1590,55,33,0,1360,13,14,55.17
"380923854",0,0,326,18303,97.15,91,0,17133.12,84,89,96.23
"396129160",0,0,356,1886.82,68.75,54,168,1529.09,22,44,73.92
"407483207",0,0,356,10495.53,85.58,70,144,6975,60,63,78.75
"440305073",0,0,356,8094.93,75.91,50,144,7530,47,45,60.23
"391964988",0,0,444,9492.67,90.81,73,0,9070.83,65,63,87.87
"384206532",1,0,639,NA,NA,NA,0,NA,NA,NA,NA
"440283517",0,0,336,4975.36,75.75,85,132,5000,41,60,91.23
"413756674",0,0,439,8839.47,93.88,80,0,8841.18,65,88,50.8
"418455767",1,0,0,NA,NA,NA,679,NA,NA,NA,NA
"388958563",0,0,315,6165.11,95,89,40,6644.44,80,80,95.22
"407446858",0,0,356,975,62.25,20,156,1250,10,13,75.6
"413720691",0,0,639,3128.93,70.88,59,0,2128,27,36,74.55
"413544893",0,0,420,5911.5,92.04,83,0,4945.45,50,72,96.52
"389000609",0,0,514,2487.42,60.58,59,0,2779,19,25,63.29
"413753797",1,0,514,6462.25,89.35,69,0,5607.55,48,53,80.72
"418342187",0,0,0,8137.5,87.25,60,564,6433.33,60,75,70
"413710562",0,0,569,3523.67,71.45,50,0,3483.33,27,36,76.13
"418203964",0,0,356,3737.5,55.5,57,0,650,8,18,70.29
"392139026",0,0,0,7079.45,92.82,100,576,7727.27,55,64,100
"392080973",0,0,639,6750,76.56,44,0,6733.33,22,12,69.31
"400714476",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"396057409",1,0,356,5269.5,97.17,80,168,3916.67,83,100,93.4
"413634043",0,0,669,6417.66,73.98,67,0,7253.45,20,40,80.1
"437930482",0,0,639,3471.14,76.82,60,0,3007.14,29,31,68.6
"444580714",0,1,560,10320.96,98.26,89,0,8414.93,78,93,93.89
"382029641",0,0,356,10007.74,95.85,89,132,9034.96,76,82,90.76
"392112904",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"409521064",0,0,514,7045.33,82.8,83,0,6593.75,47,59,73.33
"438039815",0,0,569,4227.7,73.4,56,40,4032.63,25,37,78.85
"440098189",0,0,639,2608.69,82.41,44,0,2311.54,18,18,77.94
"409395208",0,0,356,9526.67,93.23,75,144,6855,63,64,91.5
"413762030",0,0,586,6153.22,97.6,100,0,5480.44,67,67,100
"400751385",0,0,444,4866.13,89.67,63,0,3604.93,48,70,80.75
"418441408",0,0,564,6328.45,59.39,44,0,5817.27,22,27,45.93
"392163575",0,0,0,13658.62,96.28,100,600,12269.23,72,88,100
"440103972",1,0,569,NA,NA,NA,0,NA,NA,NA,NA
"437932403",0,0,356,7476.33,84.37,76,144,6009.52,61,70,87.84
"392037820",0,0,356,15167.06,92.47,69,132,12905.88,57,61,63.56
"400659985",0,0,356,11044.73,93.73,82,132,9797,70,74,81.29
"444484219",0,0,356,7222.1,66.1,25,168,5000,24,30,61.5
"381865609",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"438030407",0,0,0,3991.67,63.31,47,564,4766.67,22,35,70.2
"438040394",1,0,569,6114.55,80.38,71,0,3022.73,41,50,84.14
"438051598",0,0,0,11331.4,100,100,551,11520,83,80,100
"407541334",0,0,0,4036.11,74.44,50,489,2840,23,15,57.6
"444537178",0,0,514,3850,89.67,80,0,5200,38,44,88
"440209917",0,0,639,6248,84.41,68,0,4108.33,33,41,76.32
"391943122",0,0,639,6840.88,70.8,67,0,6638.24,32,45,87.25
"388850187",0,0,479,2446.43,83.44,70,0,1378.57,17,50,81.3
"400637377",0,0,669,12200.29,89.34,82,0,11624.08,66,73,80.27
"407510463",0,0,539,9818.81,89.6,79,0,9620,64,68,84.05
"396067579",0,0,0,4481.45,74.88,29,564,4559.09,44,47,65.29
"444560562",0,0,594,5435.71,67,55,0,5975,27,57,78.36
"381875163",0,0,639,4646.52,90.9,91,0,3733.33,68,71,89.71
"384088918",1,0,0,8312.77,96.79,85,679,7579.23,60,73,99.62
"400610817",0,0,356,NA,NA,NA,156,NA,NA,NA,NA
"444551789",0,0,549,NA,NA,NA,160,NA,NA,NA,NA
"392179197",0,0,475,5996.43,85.71,100,NA,5442.86,67,67,100
"388999001",1,0,564,8255.31,85,62,0,7146.15,35,47,83.69
"407552828",1,0,639,8436.96,93.16,76,0,7433.38,45,50,86.24
"388916643",0,0,356,10843.4,100,90,144,8435.1,79,93,88.9
"384285304",0,0,326,6560.38,91.46,55,0,6640.5,30,44,87.36
"392059290",0,0,356,2800,84,64,156,2100,50,62,86.91
"444326968",0,0,0,10054.2,92.59,78,604,7907.62,55,55,89.06
"400496802",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"396156653",0,0,639,300,43.93,36,0,300,6,13,50.71
"407290651",1,0,688,700,38.25,75,0,700,14,11,75
"382025232",0,0,356,6963,83.92,89,144,5518.18,54,75,77.78
"438687105",0,0,356,9534.36,87.56,73,120,10886.36,50,50,91.27
"395895011",0,0,669,5479.17,65.81,26,0,3541.43,22,23,59.74
"407550085",0,0,499,10891.77,91.6,78,0,9889.66,55,69,88.16
"392073800",0,0,356,7177.41,79.4,39,156,6210.59,23,36,66
"440128829",1,0,356,NA,NA,NA,168,NA,NA,NA,NA
"392053121",0,0,356,6201.14,81.51,76,144,4307.78,34,61,84.76
"440262700",0,0,326,7567.75,88.65,56,0,7006.25,47,68,81.13
"444561827",0,0,639,7943.63,86.71,63,0,7716.67,35,48,80.37
"418254836",0,0,380,12448.12,99.68,96,0,10483.4,88,95,99
"440161568",0,0,356,7234.9,77.11,50,144,8337.27,36,48,82.64
"400553614",0,0,0,3425,39.14,40,594,1750,9,9,39
"388939931",0,0,356,3958.29,88.73,54,168,1400,28,19,76.62
"384211659",0,0,356,7420.36,87.13,71,120,7478.57,24,49,93.51
"407449763",0,0,356,4744.2,83.2,72,144,4323.33,32,58,78.39
"418247813",0,0,0,3644.47,72.12,21,564,2634.38,13,31,57.58
"438583099",0,0,499,3576,69.55,86,0,2512,33,40,92.86
"438423430",0,0,356,9211.17,90.24,60,156,9761.17,48,58,76
"396179103",1,0,639,5157.31,74.5,43,0,4850,35,48,59.52
"444364567",0,0,404,NA,NA,NA,156,NA,NA,NA,NA
"400754739",0,0,405,5093.98,82.51,69,0,3976.05,59,52,85.1
"388996854",0,0,444,3311.89,68,42,0,3788.89,13,24,50.18
"392120900",0,0,356,19089.49,95.84,90,304,16534,75,83,89.19
"440324637",0,0,346,4214.3,85,70,0,3476,18,44,76.7
"444458126",0,0,356,3391.5,63.5,43,144,3250,10,0,50
"380937285",1,0,499,3149.38,65.13,57,0,3800,25,42,75.14
"388988907",0,0,669,0,46.88,10,0,0,0,0,39.7
"438565305",0,0,639,700,40.36,53,0,700,0,6,75.8
"396108416",0,0,356,11298.5,98.88,62,156,9427.27,59,67,91.69
"438467829",0,0,356,2994.93,70.85,61,168,3380,11,17,68
"384294410",0,0,669,3283.78,57.24,47,0,2265.22,11,28,68.65
"384155651",0,0,594,2492.5,75.5,27,0,1171.42,10,21,50.41
"409428216",0,0,489,12695.73,97.94,67,204,10781.82,68,80,83
"407437767",0,0,0,8964.82,96.29,95,460,9707.22,68,81,84.21
"413475211",0,0,669,9711.8,88.52,88,0,8832,65,79,86.08
"418352376",0,0,356,7496.18,86.67,75,132,7700,39,53,87.92
"413605016",1,1,0,7400,72.8,50,647,6573.41,24,37,74.88
"440156204",0,0,0,12178.56,98.11,100,456,12733.33,78,89,100
"388813076",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"400624324",1,0,639,NA,NA,NA,0,NA,NA,NA,NA
"444577036",1,1,688,4212.67,75.56,52,0,1904.17,22,24,69.13
"380809822",0,0,389,9527,100,83,0,6800,33,38,95.83
"400699789",0,0,356,6437.5,90.44,86,0,7368.75,60,78,98
"418454029",0,0,639,6754.42,75.79,61,160,5725.79,34,45,74.17
"407555512",0,0,569,NA,NA,NA,200,NA,NA,NA,NA
"418258715",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"400741264",0,0,475,10467.13,94.47,84,NA,10262.28,68,77,92.6
"400701014",0,0,356,4861.85,82.43,52,168,5115.38,33,38,70.22
"438552515",0,0,669,7025,95.6,80,0,8825,56,56,60
"400615407",0,0,639,11587.38,94.28,93,0,9431.25,74,80,98.67
"407363267",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"413573264",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"418461132",0,0,0,NA,NA,NA,424,NA,NA,NA,NA
"440214993",0,0,639,3351.75,93.44,44,0,3112.5,33,42,40.89
"438659458",0,0,436,6863.47,94.65,79,0,6789.03,67,84,89.07
"413740827",0,0,639,NA,NA,NA,161,NA,NA,NA,NA
"440315704",0,0,356,5811.92,77.48,71,316,6119.23,39,34,87.52
"384033177",1,0,639,NA,NA,NA,0,NA,NA,NA,NA
"396178967",0,0,0,3457,68.24,41,594,3486.62,26,27,56.18
"418289765",0,0,356,4052.43,73.9,90,144,3635.71,18,20,76.7
"396171688",0,0,389,7785.71,87.43,100,160,5600,57,57,100
"440260343",0,0,405,6125.55,92.64,67,220,3972.82,50,60,86.87
"438425302",0,0,356,13947.4,87.86,83,132,16535,71,75,97
"437860396",0,0,356,3345.6,74.17,60,180,3295,27,41,84.3
"437957589",0,0,356,2250,51.14,44,132,1250,0,0,82.67
"380825685",0,0,356,10700.25,98.35,90,132,10430.77,67,82,86.7
"392174305",1,0,0,11059.14,95.02,78,644,10177.08,61,70,91.66
"444423272",0,0,416,3766.6,95.6,100,0,5262.33,64,57,100
"382075518",0,0,0,3300.1,82.27,69,511,2507.4,29,41,72.88
"444428461",1,0,709,3024.29,65.92,60,0,4407.43,22,47,69.53
"384178835",0,0,669,6344.2,85.29,75,0,2760,43,67,83.25
"413754236",0,0,639,NA,NA,NA,121,NA,NA,NA,NA
"413552353",0,0,356,15568.75,89.36,89,79,13600,73,70,98.33
"407559114",1,0,688,13009.26,94.22,78,0,12473.18,67,82,87.5
"418204837",0,0,374,4597.14,93.25,50,160,4071.43,30,25,94.33
"380787872",0,0,356,12571.17,94.67,100,144,12908.33,55,56,100
"396174684",0,0,514,12452,96.67,90,0,8430,50,75,97.1
"396075984",0,0,356,5918,61.7,38,144,4852.5,12,20,63.12
"444577476",1,0,586,8542.22,88.8,50,0,6858.33,41,43,66.64
"407507478",0,0,414,3948.11,89.56,92,180,3818.52,49,60,73.08
"438035427",1,0,564,3983.41,71.14,46,0,4054.12,10,18,69.57
"380716081",0,0,356,4922,66.93,47,156,2681.25,13,29,66.53
"440084382",1,0,639,10314.22,94.78,97,0,10113.54,72,88,85.23
"438025503",0,0,669,5404.67,93.28,50,0,5247.5,56,76,74.6
"392024288",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"418463894",1,0,0,3893.83,83.3,56,594,3734.21,26,50,81.81
"413756994",1,0,669,8507.58,91.25,65,40,9071.17,52,69,88.52
"444574764",0,0,535,NA,NA,NA,NA,NA,NA,NA,NA
"438696622",0,0,0,2142.67,53.13,57,534,2266.67,12,14,48.04
"438442304",0,0,356,6268.61,91.57,53,144,5647.37,50,50,76.76
"389000415",0,0,669,8861.75,79.95,65,0,7950,39,46,71.06
"418463323",0,0,639,4661.83,75.88,67,0,2753.33,22,22,74.22
"444377604",0,0,799,9440.54,98.37,83,0,6564.29,86,88,83.33
"400654694",0,0,356,6048.2,86.41,93,156,3613.47,39,50,96.43
"407549805",1,0,669,9373.89,93.77,90,0,7936.84,71,76,94
"413492739",0,0,569,NA,NA,NA,245,NA,NA,NA,NA
"407529637",0,0,600,9055,87.88,86,NA,4390,38,57,98.43
"407428040",0,0,669,12964.77,97.91,95,0,14577.27,83,91,99.26
"400754254",1,0,0,8625,80.25,33,564,8625,36,36,71.89
"418464003",1,0,639,500,41.4,17,0,500,0,0,40.5
"440181018",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"384070913",1,0,669,3245.53,59.88,45,0,2933.33,30,30,79.1
"413764227",0,0,658,8692.09,96.26,73,0,7104.55,74,78,86
"400641180",0,0,674,NA,NA,NA,160,NA,NA,NA,NA
"444348117",0,0,0,6556.73,81.87,55,622,6079.67,34,37,67.86
"389000789",0,0,799,2520,64.56,36,0,2100,21,24,55.36
"440156382",0,0,639,10537.25,83,100,0,8625,58,50,87.5
"413657820",1,0,0,7506.25,78.8,80,612,6975,20,80,93.4
"413596546",0,0,514,15620.87,95.35,100,125,14474.93,80,82,100
"388931197",0,0,356,6004.86,81.31,71,0,9214.29,53,75,85.14
"380793620",0,0,356,5425,66.67,40,132,4500,24,36,75
"407381070",0,0,669,760,84.64,8,0,380,21,7,45.25
"382103135",0,0,639,8144.9,83.93,67,0,7910,47,53,73.33
"384250067",0,0,356,8322.13,92.63,100,156,6737.5,56,78,100
"407461217",0,0,0,6172,63.75,42,618,4703.33,8,23,60.08
"407329302",0,0,639,5065.63,95.56,90,0,4025,33,67,81.3
"395969427",0,0,356,4561.09,82.92,57,180,3872.73,25,27,79.43
"380688281",0,0,639,7084.27,87.5,54,0,5816.93,42,56,86.62
"444436143",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"380871792",0,0,0,NA,NA,NA,651,NA,NA,NA,NA
"389002965",0,0,775,2940.45,75.06,48,NA,2201.5,21,25,59.22
"381936043",0,0,356,10631.73,92.88,87,304,9676.7,67,71,88.68
"409503390",0,0,535,12850.25,91.67,75,NA,13850,57,86,97.75
"418428966",1,0,356,5353.38,89.31,72,156,4768.46,39,56,65.44
"400736607",0,0,499,7010.94,89.28,87,0,5150.06,72,70,86.67
"384190165",1,0,0,2000,80,33,528,2000,14,14,33.33
"418440959",0,0,514,NA,NA,NA,115,NA,NA,NA,NA
"440157392",0,0,519,4881.93,79.21,52,0,4398.57,27,35,61.39
"440207274",0,0,0,7900,82.71,67,549,8660,50,57,75
"407495189",0,0,499,7193.32,95.3,79,0,6396,44,62,85.75
"381914982",0,0,499,11154.55,100,100,0,10545.45,100,100,100
"418340167",0,1,508,4013.89,86.64,88,0,3844.44,58,64,87.5
"380739049",0,0,356,6250,18,29,144,6500,25,0,73.86
"384243000",0,0,356,5114.63,97.78,100,108,4662.63,78,78,75
"438043660",1,0,0,8886.74,88.38,92,460,10573.68,65,77,92.31
"392177983",0,0,499,12580.36,97.29,75,40,9967.86,72,89,83.38
"384248597",0,0,356,NA,NA,NA,180,NA,NA,NA,NA
"407541486",0,0,0,9337.57,99,100,518,9400,86,86,100
"444349156",1,0,494,7786.17,56.38,50,0,10550,20,43,90.67
"382057615",0,0,356,9723.2,75.5,67,168,8050,54,58,76
"440077275",1,0,594,3141.5,60.32,47,0,2815.63,18,33,65.24
"440077796",0,0,0,8024.68,75,54,514,6936.1,41,49,75.85
"444563471",1,0,669,3735.38,73.18,40,0,3696.25,13,29,74.4
"400723165",0,0,228,NA,NA,NA,0,NA,NA,NA,NA
"409508180",0,0,514,12342.82,91.44,82,0,10195.45,69,80,83.36
"444510702",0,0,0,7079.45,92.82,100,576,7727.27,55,64,100
"418426620",0,0,619,NA,NA,NA,0,NA,NA,NA,NA
"438048408",0,0,424,NA,NA,NA,0,NA,NA,NA,NA
"409522435",1,1,412,8961.92,88.7,60,0,9025,29,36,77.8
"388999312",1,0,570,7950.67,95.1,100,NA,5881.67,67,95,100
"407439280",0,0,619,2078,61,60,0,1750,13,27,54.73
"389001531",0,0,0,2380.5,81.58,50,424,2500,25,10,39.63
"388791227",1,0,569,5809.19,72.94,62,40,4554.9,36,49,66.9
"380844471",0,0,356,5097.5,79.53,31,108,5316.67,39,50,51.92
"384276361",0,0,564,3967.77,74.43,47,0,3250.5,27,31,70.06
"380899721",0,0,0,4522.05,73.29,55,511,3757.09,22,38,68.17
"438030703",0,0,444,3557.03,65.77,36,0,3565,15,23,64.59
"437889473",0,0,190,5588.82,86,71,80,4081.82,52,68,82.65
"388998676",0,0,499,7192.23,84.53,53,40,5269.23,14,35,72.41
"437771187",0,0,356,9951.57,89.09,70,180,6971.43,62,69,84.1
